timestamp,longitude,latitude,phone_brand_en,gender,age_segment,location,height,spread,DBH,lean,District,Owner,ConstructionYear,Degree,Treetype,TreeID,SlopeID,FailType
12/3/2019,834143.0481,812073.9521,Macaranga tanarius var. tomentosa-血桐,Poor,Poor,Aberdeen Old Main Street Rest Garden,5,6,115,5,WS&L,LCSD,Pre 1977,50,Failure,TS003,SA2186,0
11/4/2019,836628.8364,814701.1939,Sterculia lanceolata-假蘋婆,Poor,Poor,Hong Kong Cemetery,4,3,166,0,"CP,ML&Wch",FEHD,Pre 1977,-,Failure,TS011,SA2321,1
12/6/2019,836253.2752,814673.6036,Acronychia pedunculata-山油柑,Poor,Fair,Bowen Road Lover's Stone Garden,5,4,160,30,"CP,ML&Wch",LCSD,Pre 1977,80,Failure,TS021,SA2222,0
12/6/2019,836252.2169,814672.0822,Canthium dicoccum-魚骨木,Poor,Fair,Bowen Road Lover's Stone Garden,7,5,290,20,"CP,ML&Wch",LCSD,Pre 1977,80,Failure,TS022,SA2222,3
12/6/2019,835762.0331,814575.3899,Ficus subpisocarpa-筆管榕,Poor,Fair,Bowen Road Park Public Toilet,5,6,380,45,"CP,ML&Wch",FEHD,Pre 1977,75,Failure,TS004,SA2132,3
12/6/2019,836254.8627,814675.3234,-,Poor,Poor,Bowen Road Lover's Stone Garden,6,2,140,10,"CP,ML&Wch",LCSD,Pre 1977,80,Dead,TS023,SA2222,0
12/6/2019,835760.3133,814568.3122,Dead tree-死樹,Poor,Poor,Bowen Road Park Public Toilet,5,4,110,30,"CP,ML&Wch",FEHD,Pre 1977,75,Dead,TS005,SA2132,0
12/6/2019,836258.8976,814676.977,Dead tree-死樹,Poor,Poor,Bowen Road Lover's Stone Garden,4,2,110,10,"CP,ML&Wch",LCSD,Pre 1977,80,Dead,TS025,SA2222,0
12/6/2019,835160.6589,814837.9821,Dead tree-死樹,Poor,Poor,Bowen Road Garden,7,4,132,10,"CP,ML&Wch",LCSD,Pre 1977,35,Dead,TS002,SA2221,0
11/7/2019,822306.6204,812749.5139,Psidium guajava-番石榴,Poor,Poor,Hei Ling Chau Addiction Treatment Centre & Hei Ling Chau Correctional Institution (Is-S),6,1,215,60,E,CSD,Post 1977,19,Failure,TS001,SA0179,0
5/9/2019,835658.4936,813896.8113,Bauhinia x blakeana-洋紫荊,Poor,Fair,12-14 Middle Gap Road Government Quarters,7,5,200,10,"CP,ML&Wch",GPA,Pre 1977,40,Failure,TS022,SA2179,1
5/9/2019,835653.9957,813893.9009,Machilus thunbergii-紅楠,Poor,Fair,12-14 Middle Gap Road Government Quarters,12,8,570,0,"CP,ML&Wch",GPA,Pre 1977,40,Failure,TS020,SA2179,1
5/9/2019,835668.257,813889.032,Reevesia thyrsoidea-梭羅樹,Fair,Fair,12-14 Middle Gap Road Government Quarters,5,1,100,0,"CP,ML&Wch",GPA,Pre 1977,35,Dead,TS012,SA2284,0
5/9/2019,835659.8166,813888.6092,Dead tree-死樹,Poor,Poor,12-14 Middle Gap Road Government Quarters,5,5,95,0,"CP,ML&Wch",GPA,Pre 1977,40,Dead,TS029,SA2179,0
5/9/2019,835658.7582,813891.7842,Dead tree-死樹,Poor,Poor,12-14 Middle Gap Road Government Quarters,7,5,170,0,"CP,ML&Wch",GPA,Pre 1977,40,Dead,TS024,SA2179,0
9/9/2019,834903.618,815366.7665,Ficus benjamina-垂葉榕,Poor,Fair,Hong Kong Park,10,5,160,30,"CP,ML&Wch",LCSD,Pre 1977,50,Failure,TS012,SA1910,0
9/9/2019,834903.9487,815361.2764,Schefflera heptaphylla-鵝掌柴(鴨腳木),Poor,Fair,Hong Kong Park,7,4,110,45,"CP,ML&Wch",LCSD,Pre 1977,50,Failure,TS009,SA1910,3
9/9/2019,834905.801,815360.1539,Ficus microcarpa-細葉榕,Poor,Poor,Hong Kong Park,6,6,95,30,"CP,ML&Wch",LCSD,Pre 1977,50,Failure,TS007,SA1910,3
9/9/2019,834904.6765,815359.6909,Ficus microcarpa-細葉榕,Poor,Fair,Hong Kong Park,7,7,230,20,"CP,ML&Wch",LCSD,Pre 1977,50,Failure,TS008,SA1910,3
9/9/2019,834905.4701,815362.5332,Dead tree-死樹,Poor,Poor,Hong Kong Park,7,4,100,0,"CP,ML&Wch",LCSD,Pre 1977,50,Dead,TS010,SA1910,0
9/9/2019,834904.6102,815354.8602,Cinnamomum camphora-樟,Poor,Poor,Hong Kong Park,8,6,210,30,"CP,ML&Wch",LCSD,Pre 1977,50,Dead,TS006,SA1910,0
9/9/2019,834895.4159,815373.778,Mallotus paniculatus-白楸,Poor,Poor,Hong Kong Park,7,7,125,30,"CP,ML&Wch",LCSD,Pre 1977,50,Dead,TS026,SA1910,0
12/9/2019,831729.5708,814377.7127,Macaranga tanarius var. tomentosa-血桐,Fair,Fair,122 Pokfulam Road Government Quarters,7,6,200,40,WS&L,GPA,Pre 1977,50,Failure,TS014,SA2045,1
12/9/2019,831726.9914,814322.0175,Aporusa dioica-銀柴,Fair,Fair,122 Pokfulam Road Government Quarters,7,5,153,0,WS&L,GPA,Pre 1977,50,Failure,TS003,SA2045,1
12/9/2019,831171.8504,814425.2586,Dead tree-死樹,Poor,Poor,Sandy Bay Fire Station,6,3,170,10,WS&L,FSD,Post 1977,26,Dead,TS029,SA2078,0
10/10/2019,831954,813722,Delonix regia-鳳凰木,Poor,Poor,"Bethanie, 139 Pokfulam Road",7,4,200,0,WS&L,GPA,Pre 1977,-,Failure,TS263,SA3110,0
10/10/2019,831932,813728,Dead tree-死樹,Poor,Poor,"Bethanie, 139 Pokfulam Road",8,5,280,NA,WS&L,GPA,Pre 1977,-,Failure,TS280,SA3110,0
10/10/2019,831919,813777,Livistona chinensis-蒲葵,Fair,Fair,"Bethanie, 139 Pokfulam Road",12,4,320,0,WS&L,GPA,Pre 1977,30,Failure,TS040,SA2087,1
10/10/2019,831895,813803,Vitex quinata-山牡荊,Poor,Poor,"Bethanie, 139 Pokfulam Road",10,7,290,0,WS&L,GPA,Pre 1977,30,Failure,TS024,SA2087,1
10/10/2019,831917,813797,Cinnamomum camphora-樟,Poor,Poor,"Bethanie, 139 Pokfulam Road",7,2,290,20,WS&L,GPA,Pre 1977,30,Failure,TS008,SA2087,1
10/10/2019,831922,813792,Dead tree-死樹,Poor,Poor,"Bethanie, 139 Pokfulam Road",9,7,380,30,WS&L,GPA,Pre 1977,30,Dead,TS005,SA2087,0
10/10/2019,831901,813807,Dead tree-死樹,Poor,Poor,"Bethanie, 139 Pokfulam Road",8,5,140,0,WS&L,GPA,Pre 1977,30,Dead,TS030,SA2087,0
12/10/2019,838421.6885,808190.6924,Macaranga tanarius var. tomentosa-血桐,Poor,Poor,Chung Hom Kok Beach & Park Buildings,7,4,220,0,WS&L,LCSD,Pre 1977,41,Failure,TS001,SA2630,3
12/10/2019,836463.9489,814786.3415,Schefflera heptaphylla-鵝掌柴(鴨腳木),Fair,Poor,Hong Kong Cemetery,6,3,200,15,"CP,ML&Wch",FEHD,Pre 1977,25,Failure,TS025,SA2175,3
12/10/2019,836462.8905,814783.1004,Alangium chinense-八角楓,Fair,Poor,Hong Kong Cemetery,8,4,170,0,"CP,ML&Wch",FEHD,Pre 1977,25,Failure,TS020,SA2175,0
12/10/2019,838444.1202,808034.4099,Ficus microcarpa-細葉榕,Poor,Fair,Chung Hom Kok Beach & Park Buildings,4,4,141,45,WS&L,LCSD,Pre 1977,80,Failure,TS010,SA2673,1
12/10/2019,838405.2247,808127.6634,Peltophorum pterocarpum-盾柱木(雙翼豆),Poor,Fair,Chung Hom Kok Beach & Park Buildings,8,5,300,10,WS&L,LCSD,Post 1977,45,Failure,TS003,SA2678,3
12/10/2019,844145.5429,812497.1016,Casuarina equisetifolia-木麻黃,Fair,Fair,Cape Collinson Training Centre,13,8,670,0,E,CSD,Post 1977,26,Failure,TS001,SA1464,0
12/10/2019,836463.0228,814782.3066,Dead tree-死樹,Poor,Poor,Hong Kong Cemetery,7,2,150,10,"CP,ML&Wch",FEHD,Pre 1977,25,Dead,TS021,SA2175,0
12/10/2019,836511.6936,814824.6931,Pinus massoniana-馬尾松(山松),Poor,Poor,Hong Kong Cemetery,8,3,165,10,"CP,ML&Wch",FEHD,Pre 1977,60,Dead,TS003,SA2141,0
12/10/2019,844134.9732,812430.4692,Casuarina equisetifolia-木麻黃,Poor,Poor,Cape Collinson Training Centre,14,10,340,20,E,CSD,Pre 1977,25,Dead,TS010,SA4907,0
12/10/2019,836464.1473,814782.3066,Dead tree-死樹,Poor,Poor,Hong Kong Cemetery,6,4,135,0,"CP,ML&Wch",FEHD,Pre 1977,25,Dead,TS023,SA2175,0
12/10/2019,838393.4708,808209.3418,Mallotus paniculatus-白楸,Poor,Poor,Chung Hom Kok Beach & Park Buildings,5,4,180,0,WS&L,LCSD,Post 1977,30,Dead,TS005,SA2661,0
12/10/2019,844074.9831,812304.957,Macaranga tanarius var. tomentosa-血桐,Poor,Poor,Cape Collinson Training Centre,9,8,260,0,E,CSD,Pre 1977,40,Dead,TS005,SA1507,0
1/11/2019,842480.3399,814273.8246,Sterculia lanceolata-假蘋婆,Fair,Fair,Cheung Man Road Rest Garden,5,6,220,60,#N/A,#N/A,-,-,Failure,TS007,SA1461,0
3/11/2019,842327.2862,815578.417,Celtis sinensis-朴樹,Poor,Poor,Lei Yue Mun Park (SKW),12,14,941,30,E,LCSD,Pre 1977,60,Failure,TS006,SA1187,3
4/11/2019,842061.1506,815412.3364,Ficus elastica-印度榕,Poor,Fair,Lei Yue Mun Park (SKW),10,8,1400,0,E,LCSD,Pre 1977,50,Failure,TS002,SA1140,0
4/11/2019,842061.1506,815412.3364,Ficus elastica-印度榕,Poor,Fair,Lei Yue Mun Park (SKW),10,8,1400,0,E,LCSD,Pre 1977,50,Failure,TS002,SA1140,0
4/11/2019,841960.2661,815443.9689,Celtis sinensis-朴樹,Poor,Fair,Lei Yue Mun Park (SKW),10,13,720,0,E,LCSD,Pre 1977,30,Failure,TS001,SA1235,0
4/11/2019,842230.0518,815578.6035,Adenanthera microsperma-海紅豆,Poor,Poor,Lei Yue Mun Park (SKW),5,3,100,0,E,LCSD,Pre 1977,77,Failure,TS012,SA1146,0
4/11/2019,841994.0683,815354.6124,Ficus microcarpa-細葉榕,Poor,Fair,Lei Yue Mun Park (SKW),10,8,500,25,E,LCSD,Pre 1977,25,Failure,TS001,SA1228,3
4/11/2019,842028.8383,815208.8774,Casuarina equisetifolia-木麻黃,Poor,Fair,Lei Yue Mun Park (SKW),11,6,624,90,E,LCSD,Pre 1977,40,Failure,TS023,SA1245,0
4/11/2019,842013.9319,815671.2945,Albizia lebbeck-大葉合歡,Poor,Poor,Lei Yue Mun Park (SKW),6,5,205,5,E,LCSD,Pre 1977,35,Dead,TS019,SA1239,0
4/11/2019,842004.6714,815668.2187,Dead tree-死樹,Poor,Poor,Lei Yue Mun Park (SKW),8,2,95,10,E,LCSD,Pre 1977,35,Dead,TS072,SA1239,0
4/11/2019,842001.8272,815667.8218,Dead tree-死樹,Poor,Poor,Lei Yue Mun Park (SKW),12,6,261,10,E,LCSD,Pre 1977,35,Dead,TS052,SA1239,0
4/11/2019,842037.9809,815380.1893,Rhus succedanea-木蠟樹(野漆樹),Fair,Fair,Lei Yue Mun Park (SKW),10,7,280,5,E,LCSD,Pre 1977,35,Dead,TS029,SA1154,0
4/11/2019,842061.5806,815125.6661,Acacia auriculiformis-耳果相思,Poor,Poor,Lei Yue Mun Park (SKW),10,5,440,0,E,LCSD,Pre 1977,40,Dead,TS003,SA1245,0
6/11/2019,842163.1999,814910.213,Dead tree-死樹,Poor,Poor,Lei Yue Mun Park (SKW),7,5,150,0,E,LCSD,Pre 1977,70,Dead,TS006,SA4304,0
6/11/2019,842284.4529,815311.1914,Sapium sebiferum-烏桕,Poor,Poor,Lei Yue Mun Park (SKW),5,5,250,0,E,LCSD,Post 1977,30,Dead,TS001,SA1181,0
9/11/2019,838030,814719,Mallotus paniculatus-白楸,Fair,Poor,"Aurizon, 60-62 Moorsom Road",5,3,120,NA,"CP,ML&Wch",GPA,Pre 1977,30,Failure,TS197,SA1271,0
9/11/2019,838036,814707,Ligustrum sinense-山指甲,Poor,Poor,"Aurizon, 60-62 Moorsom Road",4,4,100,20,"CP,ML&Wch",GPA,Pre 1977,30,Failure,TS176,SA1271,0
9/11/2019,838033,814714,Ligustrum sinense-山指甲,Poor,Fair,"Aurizon, 60-62 Moorsom Road",3,2,110,0,"CP,ML&Wch",GPA,Pre 1977,30,Failure,TS150,SA1271,0
9/11/2019,838021,814743,Macaranga tanarius var. tomentosa-血桐,Fair,Fair,"Aurizon, 60-62 Moorsom Road",4,2,100,15,"CP,ML&Wch",GPA,Pre 1977,30,Failure,TS141,SA1271,0
9/11/2019,838021,814746,Macaranga tanarius var. tomentosa-血桐,Poor,Fair,"Aurizon, 60-62 Moorsom Road",8,7,205,0,"CP,ML&Wch",GPA,Pre 1977,30,Failure,TS142,SA1271,0
9/11/2019,838012,814749,Mallotus paniculatus-白楸,Poor,Fair,"Aurizon, 60-62 Moorsom Road",6,3,100,20,"CP,ML&Wch",GPA,Pre 1977,30,Failure,TS143,SA1271,0
9/11/2019,838031,814698,Ligustrum sinense-山指甲,Poor,Fair,"Aurizon, 60-62 Moorsom Road",5,5,180,20,"CP,ML&Wch",GPA,Pre 1977,30,Failure,TS163,SA1271,0
9/11/2019,838016,814739,Mallotus paniculatus-白楸,Poor,Poor,"Aurizon, 60-62 Moorsom Road",6,3,140,NA,"CP,ML&Wch",GPA,Pre 1977,30,Failure,TS116,SA1271,1
9/11/2019,838027,814727,Mallotus paniculatus-白楸,Poor,Poor,"Aurizon, 60-62 Moorsom Road",5,5,145,NA,"CP,ML&Wch",GPA,Pre 1977,30,Failure,TS122,SA1271,1
9/11/2019,838025,814714,Ligustrum sinense-山指甲,Fair,Fair,"Aurizon, 60-62 Moorsom Road",3,3,149,0,"CP,ML&Wch",GPA,Pre 1977,30,Failure,TS154,SA1271,3
9/11/2019,838041,814703,Ligustrum sinense-山指甲,Poor,Fair,"Aurizon, 60-62 Moorsom Road",4,3,135,0,"CP,ML&Wch",GPA,Pre 1977,30,Failure,TS167,SA1271,1
9/11/2019,838043,814705,Dead tree-死樹,Poor,Poor,"Aurizon, 60-62 Moorsom Road",4,4,165,0,"CP,ML&Wch",GPA,Pre 1977,30,Dead,TS173,SA1271,0
9/11/2019,838039,814701,Dead tree-死樹,Poor,Poor,"Aurizon, 60-62 Moorsom Road",4,4,160,0,"CP,ML&Wch",GPA,Pre 1977,30,Dead,TS169,SA1271,0
9/11/2019,838037,814699,Dead tree-死樹,Poor,Poor,"Aurizon, 60-62 Moorsom Road",6,3,140,10,"CP,ML&Wch",GPA,Pre 1977,30,Dead,TS170,SA1271,0
9/11/2019,838044,814705,Macaranga tanarius var. tomentosa-血桐,Poor,Poor,"Aurizon, 60-62 Moorsom Road",5,4,170,10,"CP,ML&Wch",GPA,Pre 1977,30,Dead,TS172,SA1271,0
9/11/2019,838040,814705,Mallotus paniculatus-白楸,Poor,Poor,"Aurizon, 60-62 Moorsom Road",5,3,130,0,"CP,ML&Wch",GPA,Pre 1977,30,Dead,TS182,SA1271,0
9/11/2019,838036,814704,Ligustrum sinense-山指甲,Fair,Fair,"Aurizon, 60-62 Moorsom Road",4,3,150,20,"CP,ML&Wch",GPA,Pre 1977,30,Dead,TS166,SA1271,0
9/11/2019,838038,814703,Aporusa dioica-銀柴,Fair,Fair,"Aurizon, 60-62 Moorsom Road",4,2,95,0,"CP,ML&Wch",GPA,Pre 1977,30,Dead,TS168,SA1271,0
9/11/2019,838032,814715,Mallotus paniculatus-白楸,Fair,Poor,"Aurizon, 60-62 Moorsom Road",6,4,150,0,"CP,ML&Wch",GPA,Pre 1977,30,Dead,TS196,SA1271,0
10/11/2019,834173.5506,812096.4046,Michelia x alba-白蘭,Poor,Fair,Ware House (Old Aberdeen Police Station) (S),8,5,250,10,Heritage,GPA,Pre 1977,45,Failure,TS002,SA2285,3
10/11/2019,834176.461,812093.891,Michelia x alba-白蘭,Poor,Fair,Ware House (Old Aberdeen Police Station) (S),7,6,285,0,Heritage,GPA,Pre 1977,45,Failure,TS003,SA2285,3
10/11/2019,834231.7591,812114.4488,Acacia confusa-臺灣相思,Poor,Fair,Ware House (Old Aberdeen Police Station) (S),10,7,290,10,#N/A,#N/A,-,-,Failure,TS006,SA2237,2
10/11/2019,834242.607,812109.8186,Dead tree-死樹,Poor,Poor,Ware House (Old Aberdeen Police Station) (S),12,6,150,0,#N/A,#N/A,-,-,Dead,TS025,SA2237,0
10/11/2019,834176.3808,812072.9182,Citrus maxima-柚,Poor,Poor,Ware House (Old Aberdeen Police Station) (S),7,4,120,0,Heritage,GPA,Pre 1977,60,Dead,TS008,SA2136,0
10/11/2019,834225.8721,812116.5655,Acacia confusa-臺灣相思,Fair,Poor,Ware House (Old Aberdeen Police Station) (S),10,7,471,0,#N/A,#N/A,-,-,Dead,TS004,SA2237,0
10/11/2019,834236.0585,812108.2972,Acacia confusa-臺灣相思,Poor,Poor,Ware House (Old Aberdeen Police Station) (S),7,5,170,20,#N/A,#N/A,-,-,Dead,TS028,SA2237,0
12/11/2019,822347.8973,812938.6987,Schefflera heptaphylla-鵝掌柴(鴨腳木),Fair,Fair,Hei Ling Chau Addiction Treatment Centre & Hei Ling Chau Correctional Institution (Is-S),7,5,178,20,E,CSD,Post 1977,35,Failure,TS008,SA0108,0
12/11/2019,822349.2864,812938.1695,Bridelia tomentosa-土蜜樹,Fair,Fair,Hei Ling Chau Addiction Treatment Centre & Hei Ling Chau Correctional Institution (Is-S),7,4,184,0,E,CSD,Post 1977,35,Failure,TS013,SA0108,0
12/11/2019,838961.6164,808838.7298,Macaranga tanarius var. tomentosa-血桐,Poor,Poor,Chung Hom Kok Beach & Park Buildings,8,8,434,20,WS&L,LCSD,Pre 1977,35,Failure,TS029,SA2693,0
12/11/2019,838986.4277,808727.3042,Mallotus paniculatus-白楸,Poor,Fair,Chung Hom Kok Beach & Park Buildings,8,6,200,20,WS&L,LCSD,Pre 1977,40,Failure,TS009,SA2692,0
12/11/2019,838521.6635,808453.1324,Macaranga tanarius var. tomentosa-血桐,Poor,Fair,Chung Hom Kok Beach & Park Buildings,3,4,269,45,WS&L,LCSD,Post 1977,40,Failure,TS002,SA2713,3
12/11/2019,836506.6309,814608.2398,Syzygium jambos-蒲桃,Poor,Fair,Hong Kong Cemetery,6,4,110,30,"CP,ML&Wch",FEHD,Pre 1977,50,Failure,TS009,SA2163,3
12/11/2019,836460.8209,814704.8863,Cinnamomum burmannii-陰香,Poor,Poor,Hong Kong Cemetery,8,5,190,15,"CP,ML&Wch",FEHD,Pre 1977,40,Failure,TS003,SA2146,1
12/11/2019,836458.5719,814706.4738,Microcos paniculata-破布葉(布渣葉),Poor,Poor,Hong Kong Cemetery,6,4,145,15,"CP,ML&Wch",FEHD,Pre 1977,40,Failure,TS005,SA2146,1
12/11/2019,836433.9011,814736.0427,Alangium chinense-八角楓,Poor,Poor,Hong Kong Cemetery,8,4,120,0,"CP,ML&Wch",FEHD,Pre 1977,40,Failure,TS018,SA2146,3
12/11/2019,822351.3369,812932.3487,Zanthoxylum avicennae-簕欓花椒,Poor,Poor,Hei Ling Chau Addiction Treatment Centre & Hei Ling Chau Correctional Institution (Is-S),4,4,100,10,E,CSD,Post 1977,35,Failure,TS012,SA0108,0
12/11/2019,838436.4008,808376.7197,Celtis sinensis-朴樹,Poor,Poor,Chung Hom Kok Beach & Park Buildings,6,4,230,35,WS&L,LCSD,Pre 1977,80,Failure,TS004,SA2669,0
12/11/2019,838960.5581,808839.8543,Macaranga tanarius var. tomentosa-血桐,Poor,Poor,Chung Hom Kok Beach & Park Buildings,6,3,120,0,WS&L,LCSD,Pre 1977,35,Failure,TS030,SA2693,0
12/11/2019,838960.1613,808844.0222,Mallotus paniculatus-白楸,Poor,Poor,Chung Hom Kok Beach & Park Buildings,6,4,250,0,WS&L,LCSD,Pre 1977,35,Failure,TS032,SA2693,0
12/11/2019,838400.4537,808272.8492,Celtis sinensis-朴樹,Poor,Poor,Chung Hom Kok Beach & Park Buildings,5,6,100,30,WS&L,LCSD,Pre 1977,45,Failure,TS004,SA2706,1
12/11/2019,838945.4774,808876.8287,Macaranga tanarius var. tomentosa-血桐,Fair,Fair,Chung Hom Kok Beach & Park Buildings,7,5,190,10,WS&L,LCSD,Pre 1977,35,Failure,TS049,SA2693,1
12/11/2019,836445.7396,814709.3842,Ligustrum sinense-山指甲,Fair,Poor,Hong Kong Cemetery,5,4,177,10,"CP,ML&Wch",FEHD,Pre 1977,40,Failure,TS040,SA2146,0
12/11/2019,838993.2408,808726.5766,Macaranga tanarius var. tomentosa-血桐,Poor,Fair,Chung Hom Kok Beach & Park Buildings,7,8,240,30,WS&L,LCSD,Pre 1977,40,Failure,TS005,SA2692,3
12/11/2019,822341.5473,812918.3919,Antidesma ghaesembilla-方葉五月茶,Fair,Fair,Hei Ling Chau Addiction Treatment Centre & Hei Ling Chau Correctional Institution (Is-S),6,5,170,0,E,CSD,Post 1977,35,Dead,TS006,SA0108,0
12/11/2019,836522.9438,814663.1168,Dead tree-死樹,Poor,Poor,Hong Kong Cemetery,3,1,120,0,"CP,ML&Wch",FEHD,Pre 1977,45,Dead,TS005,SA2150,0
12/11/2019,822345.5161,812937.1112,Dead tree-死樹,Poor,Poor,Hei Ling Chau Addiction Treatment Centre & Hei Ling Chau Correctional Institution (Is-S),7,7,207,20,E,CSD,Post 1977,35,Dead,TS009,SA0108,0
12/11/2019,836520.1376,814593.5823,Dead tree-死樹,Poor,Poor,Hong Kong Cemetery,4,4,100,10,"CP,ML&Wch",FEHD,Post 1977,30,Dead,TS003,SA2281,0
12/11/2019,836574.422,814659.2164,Dead tree-死樹,Poor,Poor,Hong Kong Cemetery,10,6,212,0,"CP,ML&Wch",FEHD,Pre 1977,45,Dead,TS008,SA2152,0
12/11/2019,836559.1543,814650.5282,Dead tree-死樹,Poor,Poor,Hong Kong Cemetery,10,4,226,10,"CP,ML&Wch",FEHD,Pre 1977,40,Dead,TS015,SA2151,0
12/11/2019,836457.6459,814704.2248,Dead tree-死樹,Poor,Poor,Hong Kong Cemetery,2,1,125,0,"CP,ML&Wch",FEHD,Pre 1977,40,Dead,TS013,SA2146,0
12/11/2019,836552.4736,814651.7188,Litsea monopetala-假柿木薑子(假柿樹),Poor,Poor,Hong Kong Cemetery,13,4,225,0,"CP,ML&Wch",FEHD,Pre 1977,40,Dead,TS013,SA2151,0
12/11/2019,836506.6309,814603.1135,Dead tree-死樹,Poor,Poor,Hong Kong Cemetery,7,3,160,10,"CP,ML&Wch",FEHD,Pre 1977,50,Dead,TS007,SA2163,0
12/11/2019,836521.3944,814592.3255,Dead tree-死樹,Poor,Poor,Hong Kong Cemetery,4,4,1100,10,"CP,ML&Wch",FEHD,Post 1977,30,Dead,TS001,SA2281,0
12/11/2019,836545.7267,814650.8589,Alangium chinense-八角楓,Poor,Poor,Hong Kong Cemetery,8,3,160,0,"CP,ML&Wch",FEHD,Pre 1977,40,Dead,TS014,SA2151,0
12/11/2019,836550.9522,814653.9678,Dead tree-死樹,Poor,Poor,Hong Kong Cemetery,9,3,126,0,"CP,ML&Wch",FEHD,Pre 1977,40,Dead,TS011,SA2151,0
12/11/2019,836522.2543,814591.3333,Sterculia lanceolata-假蘋婆,Poor,Poor,Hong Kong Cemetery,5,4,135,0,"CP,ML&Wch",FEHD,Post 1977,30,Dead,TS004,SA2281,0
12/11/2019,836449.0469,814712.03,Mallotus paniculatus-白楸,Fair,Poor,Hong Kong Cemetery,7,6,245,15,"CP,ML&Wch",FEHD,Pre 1977,40,Dead,TS008,SA2146,0
12/11/2019,838968.231,808823.7147,Dead tree-死樹,Poor,Poor,Chung Hom Kok Beach & Park Buildings,6,4,200,35,WS&L,LCSD,Pre 1977,35,Dead,TS006,SA2693,0
